,Unnamed: 0,Id,Dormitorios,n_plantas,Trastero,Reformado,Aparcamiento,area,Precio
2933,2933,vivienda_2934,4,1.0,No,No,No,76,258000
2934,2934,vivienda_2935,4,,Sí,No,No,128,233000
2935,2935,vivienda_2936,4,3.0,Sí,No,Sí,250,423000
2936,2936,vivienda_2937,2,2.0,No,No,Sí,138,253000
2937,2937,vivienda_2938,4,3.0,No,Sí,No,232,379000
2938,2938,vivienda_2939,3,2.0,No,No,Sí,123,283000
2939,2939,vivienda_2940,1,1.0,Sí,Sí,No,65,114000
2940,2940,vivienda_2941,3,,No,Sí,Sí,65,209000
2941,2941,vivienda_2942,2,3.0,Sí,No,Sí,236,300000
2942,2942,vivienda_2943,3,3.0,No,No,No,210,345000
2943,2943,vivienda_2944,2,1.0,Sí,Sí,No,106,174000
2944,2944,vivienda_2945,2,2.0,Sí,No,No,122,215000
2945,2945,vivienda_2946,2,3.0,No,No,Sí,236,325000
2946,2946,vivienda_2947,2,2.0,No,No,No,138,210000
2947,2947,vivienda_2948,4,1.0,Sí,No,Sí,129,240000
2948,2948,vivienda_2949,3,1.0,Sí,Sí,No,60,207000
2949,2949,vivienda_2950,2,1.0,No,Sí,Sí,86,152000
2950,2950,vivienda_2951,2,3.0,No,No,Sí,226,298000
2951,2951,vivienda_2952,3,3.0,Sí,No,Sí,199,360000
2952,2952,vivienda_2953,2,3.0,No,Sí,No,226,292000
2953,2953,vivienda_2954,4,3.0,No,Sí,Sí,229,389000
2954,2954,vivienda_2955,4,2.0,No,Sí,No,130,334000
2955,2955,vivienda_2956,2,1.0,No,No,Sí,79,148000
2956,2956,vivienda_2957,1,1.0,Sí,Sí,Sí,64,127000
2957,2957,vivienda_2958,3,1.0,No,Sí,No,67,202000
2958,2958,vivienda_2959,1,1.0,Sí,Sí,No,64,117000
2959,2959,vivienda_2960,3,1.0,No,No,No,60,198000
2960,2960,vivienda_2961,3,3.0,Sí,Sí,Sí,199,364000
2961,2961,vivienda_2962,1,1.0,No,Sí,Sí,62,122000
2962,2962,vivienda_2963,2,1.0,Sí,No,Sí,95,183000
2963,2963,vivienda_2964,4,3.0,Sí,No,Sí,230,420000
2964,2964,vivienda_2965,2,3.0,No,Sí,Sí,224,329000
2965,2965,vivienda_2966,4,1.0,No,No,No,68,255000
2966,2966,vivienda_2967,2,2.0,No,Sí,Sí,121,227000
2967,2967,vivienda_2968,4,1.0,Sí,No,Sí,73,273000
2968,2968,vivienda_2969,2,2.0,No,No,No,125,213000
2969,2969,vivienda_2970,2,3.0,No,No,No,231,285000
2970,2970,vivienda_2971,1,3.0,No,Sí,Sí,228,272000
2971,2971,vivienda_2972,2,2.0,Sí,Sí,Sí,139,259000
2972,2972,vivienda_2973,2,2.0,Sí,Sí,Sí,136,262000
2973,2973,vivienda_2974,2,2.0,No,Sí,No,122,214000
2974,2974,vivienda_2975,1,3.0,No,Sí,Sí,231,269000
2975,2975,vivienda_2976,4,2.0,No,No,No,121,330000
2976,2976,vivienda_2977,1,3.0,Sí,No,Sí,226,270000
2977,2977,vivienda_2978,3,1.0,Sí,No,No,65,200000
2978,2978,vivienda_2979,4,3.0,No,Sí,No,235,409000
2979,2979,vivienda_2980,4,1.0,No,Sí,No,70,262000
2980,2980,vivienda_2981,2,,No,No,No,94,165000
2981,2981,vivienda_2982,4,3.0,No,No,Sí,229,418000
2982,2982,vivienda_2983,1,3.0,Sí,No,No,235,260000
2983,2983,vivienda_2984,2,3.0,Sí,Sí,No,222,327000
2984,2984,vivienda_2985,2,3.0,No,No,Sí,225,328000
2985,2985,vivienda_2986,2,1.0,Sí,Sí,Sí,76,154000
2986,2986,vivienda_2987,2,,No,No,Sí,85,328000
2987,2987,vivienda_2988,2,2.0,No,No,No,128,213000
2988,2988,vivienda_2989,2,3.0,No,Sí,No,222,289000
2989,2989,vivienda_2990,2,2.0,No,No,No,155,240000
2990,2990,vivienda_2991,4,1.0,Sí,No,No,69,263000
2991,2991,vivienda_2992,3,3.0,Sí,Sí,No,215,354000
2992,2992,vivienda_2993,2,1.0,No,Sí,Sí,86,149000
2993,2993,vivienda_2994,2,1.0,No,Sí,Sí,94,182000
2994,2994,vivienda_2995,1,2.0,Sí,No,Sí,138,198000
2995,2995,vivienda_2996,2,3.0,No,Sí,Sí,232,299000
2996,2996,vivienda_2997,2,3.0,No,Sí,Sí,231,299000
2997,2997,vivienda_2998,2,3.0,No,No,No,233,315000
2998,2998,vivienda_2999,4,2.0,No,Sí,No,132,334000
2999,2999,vivienda_3000,3,,No,Sí,Sí,215,362000
3000,3000,vivienda_3001,2,,No,Sí,No,73,292000
3001,3001,vivienda_3002,3,2.0,No,No,Sí,128,283000
3002,3002,vivienda_3003,2,,No,No,Sí,154,253000
3003,3003,vivienda_3004,3,1.0,No,Sí,Sí,60,209000
3004,3004,vivienda_3005,2,1.0,Sí,No,Sí,105,183000
3005,3005,vivienda_3006,4,3.0,Sí,Sí,No,223,384000
3006,3006,vivienda_3007,2,2.0,No,No,No,142,243000
3007,3007,vivienda_3008,2,2.0,No,No,Sí,154,253000
3008,3008,vivienda_3009,4,3.0,Sí,Sí,Sí,251,427000
3009,3009,vivienda_3010,1,3.0,Sí,Sí,Sí,221,274000
3010,3010,vivienda_3011,3,1.0,Sí,Sí,Sí,60,214000
3011,3011,vivienda_3012,4,2.0,No,Sí,No,120,334000
3012,3012,vivienda_3013,2,1.0,No,No,No,100,165000
3013,3013,vivienda_3014,4,2.0,Sí,Sí,Sí,128,349000
3014,3014,vivienda_3015,2,3.0,No,Sí,Sí,233,332000
3015,3015,vivienda_3016,2,3.0,Sí,Sí,No,229,324000
3016,3016,vivienda_3017,1,1.0,No,No,Sí,66,118000
3017,3017,vivienda_3018,2,,No,Sí,No,107,169000
3018,3018,vivienda_3019,4,3.0,No,No,Sí,229,418000
3019,3019,vivienda_3020,4,1.0,No,Sí,Sí,69,272000
3020,3020,vivienda_3021,1,1.0,Sí,Sí,Sí,65,127000
3021,3021,vivienda_3022,4,2.0,No,Sí,Sí,171,314000
3022,3022,vivienda_3023,4,3.0,Sí,No,No,224,383000
3023,3023,vivienda_3024,4,1.0,Sí,Sí,Sí,134,247000
3024,3024,vivienda_3025,2,2.0,No,Sí,Sí,150,254000
3025,3025,vivienda_3026,3,2.0,Sí,Sí,Sí,121,292000
3026,3026,vivienda_3027,2,3.0,Sí,Sí,Sí,224,307000
3027,3027,vivienda_3028,1,1.0,No,No,No,61,105000
3028,3028,vivienda_3029,1,3.0,Sí,No,Sí,232,273000
3029,3029,vivienda_3030,4,1.0,No,No,Sí,78,268000
3030,3030,vivienda_3031,4,1.0,No,No,Sí,78,265000
3031,3031,vivienda_3032,2,3.0,Sí,Sí,Sí,220,334000
3032,3032,vivienda_3033,1,2.0,Sí,Sí,Sí,128,199000
3033,3033,vivienda_3034,2,3.0,No,No,No,223,315000
3034,3034,vivienda_3035,4,2.0,No,No,No,177,300000
3035,3035,vivienda_3036,4,2.0,Sí,No,Sí,181,315000
3036,3036,vivienda_3037,4,2.0,Sí,No,No,128,338000
3037,3037,vivienda_3038,1,,No,Sí,No,105,187000
3038,3038,vivienda_3039,4,1.0,No,Sí,No,134,232000
3039,3039,vivienda_3040,2,1.0,Sí,Sí,No,80,147000
3040,3040,vivienda_3041,4,3.0,No,No,No,238,378000
3041,3041,vivienda_3042,4,2.0,No,Sí,No,170,307000
3042,3042,vivienda_3043,4,3.0,No,No,Sí,236,388000
3043,3043,vivienda_3044,2,2.0,No,No,Sí,156,250000
3044,3044,vivienda_3045,2,3.0,No,Sí,Sí,221,302000
3045,3045,vivienda_3046,3,1.0,Sí,No,No,61,200000
3046,3046,vivienda_3047,1,1.0,Sí,Sí,No,67,114000
3047,3047,vivienda_3048,2,1.0,No,No,No,79,135000
3048,3048,vivienda_3049,1,3.0,No,No,No,220,258000
3049,3049,vivienda_3050,2,3.0,Sí,Sí,No,235,297000
3050,3050,vivienda_3051,2,1.0,Sí,Sí,No,95,174000
3051,3051,vivienda_3052,4,3.0,Sí,Sí,Sí,248,424000
3052,3052,vivienda_3053,2,,Sí,No,Sí,74,300000
3053,3053,vivienda_3054,4,1.0,No,Sí,No,133,229000
3054,3054,vivienda_3055,2,1.0,No,No,Sí,76,145000
3055,3055,vivienda_3056,4,,Sí,Sí,No,73,264000
3056,3056,vivienda_3057,4,3.0,Sí,Sí,Sí,237,427000
3057,3057,vivienda_3058,2,3.0,No,No,Sí,220,325000
3058,3058,vivienda_3059,3,1.0,No,No,Sí,61,208000
3059,3059,vivienda_3060,4,1.0,Sí,No,No,69,263000
3060,3060,vivienda_3061,3,3.0,No,Sí,Sí,197,359000
3061,3061,vivienda_3062,3,2.0,Sí,Sí,No,125,282000
3062,3062,vivienda_3063,4,1.0,No,Sí,No,146,232000
3063,3063,vivienda_3064,4,1.0,No,Sí,No,128,229000
3064,3064,vivienda_3065,1,1.0,No,No,No,64,108000
3065,3065,vivienda_3066,4,2.0,Sí,Sí,No,122,342000
3066,3066,vivienda_3067,2,3.0,No,Sí,No,225,292000
3067,3067,vivienda_3068,2,1.0,No,No,Sí,84,145000
3068,3068,vivienda_3069,2,2.0,No,Sí,Sí,137,254000
3069,3069,vivienda_3070,2,2.0,No,No,Sí,124,220000
3070,3070,vivienda_3071,3,3.0,No,Sí,No,201,352000
3071,3071,vivienda_3072,4,2.0,Sí,Sí,No,170,312000
3072,3072,vivienda_3073,4,2.0,No,No,No,189,303000
3073,3073,vivienda_3074,4,2.0,Sí,Sí,No,120,339000
3074,3074,vivienda_3075,3,1.0,No,No,Sí,65,208000
3075,3075,vivienda_3076,2,1.0,Sí,Sí,No,87,147000
3076,3076,vivienda_3077,3,2.0,Sí,Sí,Sí,135,289000
3077,3077,vivienda_3078,4,3.0,Sí,Sí,No,258,414000
3078,3078,vivienda_3079,4,1.0,Sí,No,Sí,77,270000
3079,3079,vivienda_3080,1,3.0,No,No,No,231,255000
3080,3080,vivienda_3081,4,1.0,Sí,No,Sí,141,240000
3081,3081,vivienda_3082,4,2.0,Sí,No,No,189,308000
3082,3082,vivienda_3083,1,2.0,No,Sí,Sí,138,197000
3083,3083,vivienda_3084,3,3.0,Sí,Sí,Sí,222,364000
3084,3084,vivienda_3085,2,2.0,No,Sí,No,150,244000
3085,3085,vivienda_3086,4,2.0,No,Sí,No,134,337000
3086,3086,vivienda_3087,2,2.0,No,No,No,129,210000
3087,3087,vivienda_3088,2,3.0,No,No,No,223,288000
3088,3088,vivienda_3089,2,,Sí,No,No,105,170000
3089,3089,vivienda_3090,3,1.0,No,Sí,Sí,59,209000
3090,3090,vivienda_3091,4,2.0,No,Sí,No,188,307000
3091,3091,vivienda_3092,2,2.0,No,No,Sí,140,250000
3092,3092,vivienda_3093,2,,No,No,No,61,213000
3093,3093,vivienda_3094,3,3.0,Sí,Sí,Sí,200,364000
3094,3094,vivienda_3095,4,3.0,Sí,Sí,No,256,414000
3095,3095,vivienda_3096,4,2.0,No,No,No,188,303000
3096,3096,vivienda_3097,4,3.0,No,No,Sí,219,385000
3097,3097,vivienda_3098,4,2.0,No,Sí,Sí,192,314000
3098,3098,vivienda_3099,1,3.0,Sí,Sí,No,237,264000
3099,3099,vivienda_3100,4,3.0,No,Sí,No,215,382000
3100,3100,vivienda_3101,1,3.0,No,No,Sí,223,265000
3101,3101,vivienda_3102,3,2.0,Sí,Sí,Sí,137,289000
3102,3102,vivienda_3103,1,,No,No,Sí,72,268000
3103,3103,vivienda_3104,4,1.0,No,No,No,71,255000
3104,3104,vivienda_3105,2,,No,No,Sí,138,250000
3105,3105,vivienda_3106,3,2.0,Sí,No,Sí,125,288000
3106,3106,vivienda_3107,1,1.0,Sí,Sí,Sí,65,127000
3107,3107,vivienda_3108,2,2.0,Sí,No,No,130,215000
3108,3108,vivienda_3109,1,3.0,No,Sí,No,229,262000
3109,3109,vivienda_3110,1,,No,No,Sí,65,118000
3110,3110,vivienda_3111,4,3.0,Sí,No,Sí,253,420000
3111,3111,vivienda_3112,2,2.0,Sí,No,No,120,215000
3112,3112,vivienda_3113,2,1.0,Sí,Sí,Sí,87,157000
3113,3113,vivienda_3114,4,1.0,Sí,Sí,No,75,267000
3114,3114,vivienda_3115,4,1.0,Sí,Sí,Sí,70,274000
3115,3115,vivienda_3116,4,1.0,No,Sí,Sí,146,239000
3116,3116,vivienda_3117,4,3.0,Sí,Sí,No,230,387000
3117,3117,vivienda_3118,2,2.0,No,Sí,No,137,244000
3118,3118,vivienda_3119,2,2.0,No,No,Sí,147,253000
3119,3119,vivienda_3120,4,1.0,No,No,No,74,258000
3120,3120,vivienda_3121,3,1.0,Sí,Sí,No,66,207000
3121,3121,vivienda_3122,2,1.0,No,No,No,106,168000
3122,3122,vivienda_3123,4,1.0,No,Sí,No,143,232000
3123,3123,vivienda_3124,4,3.0,No,No,No,259,405000
3124,3124,vivienda_3125,1,2.0,No,Sí,Sí,132,197000
3125,3125,vivienda_3126,1,3.0,No,No,Sí,229,265000
3126,3126,vivienda_3127,2,,No,No,No,144,243000
3127,3127,vivienda_3128,3,3.0,No,No,No,201,348000
3128,3128,vivienda_3129,2,3.0,Sí,Sí,Sí,226,334000
3129,3129,vivienda_3130,4,1.0,No,Sí,Sí,131,239000
3130,3130,vivienda_3131,2,3.0,Sí,Sí,Sí,230,307000
3131,3131,vivienda_3132,4,,Sí,No,Sí,191,315000
3132,3132,vivienda_3133,3,3.0,No,Sí,No,204,349000
3133,3133,vivienda_3134,3,1.0,Sí,Sí,No,66,207000
3134,3134,vivienda_3135,4,,Sí,Sí,No,186,309000
3135,3135,vivienda_3136,1,3.0,No,Sí,Sí,237,272000
3136,3136,vivienda_3137,1,,No,Sí,Sí,105,197000
3137,3137,vivienda_3138,1,1.0,Sí,No,Sí,67,120000
3138,3138,vivienda_3139,2,,Sí,No,Sí,77,300000
3139,3139,vivienda_3140,2,2.0,No,No,No,121,213000
3140,3140,vivienda_3141,2,2.0,Sí,No,Sí,126,228000
3141,3141,vivienda_3142,4,3.0,No,Sí,No,256,412000
3142,3142,vivienda_3143,2,3.0,No,No,No,222,285000
3143,3143,vivienda_3144,2,1.0,Sí,Sí,No,77,144000
3144,3144,vivienda_3145,1,1.0,Sí,No,Sí,66,120000
3145,3145,vivienda_3146,4,2.0,Sí,Sí,No,170,312000
3146,3146,vivienda_3147,2,3.0,No,No,No,235,318000
3147,3147,vivienda_3148,2,1.0,No,No,No,85,138000
3148,3148,vivienda_3149,2,1.0,Sí,No,No,94,170000
3149,3149,vivienda_3150,2,,Sí,No,No,100,170000
3150,3150,vivienda_3151,2,2.0,Sí,Sí,No,138,249000
3151,3151,vivienda_3152,4,3.0,Sí,No,No,237,383000
3152,3152,vivienda_3153,4,2.0,Sí,Sí,No,185,312000
3153,3153,vivienda_3154,4,1.0,Sí,Sí,No,137,237000
3154,3154,vivienda_3155,2,3.0,No,Sí,No,223,292000
3155,3155,vivienda_3156,1,2.0,Sí,Sí,Sí,134,202000
3156,3156,vivienda_3157,2,1.0,Sí,Sí,Sí,100,184000
3157,3157,vivienda_3158,4,2.0,Sí,Sí,Sí,128,349000
3158,3158,vivienda_3159,2,2.0,Sí,No,No,144,248000
3159,3159,vivienda_3160,4,1.0,No,Sí,Sí,128,239000
3160,3160,vivienda_3161,4,2.0,Sí,Sí,No,186,309000
3161,3161,vivienda_3162,2,1.0,No,Sí,Sí,87,152000
3162,3162,vivienda_3163,4,2.0,Sí,No,No,128,338000
3163,3163,vivienda_3164,2,2.0,No,Sí,No,148,244000
3164,3164,vivienda_3165,4,1.0,Sí,Sí,Sí,70,277000
3165,3165,vivienda_3166,1,3.0,Sí,Sí,No,222,264000
3166,3166,vivienda_3167,2,3.0,Sí,No,No,222,290000
3167,3167,vivienda_3168,4,3.0,Sí,Sí,No,239,387000
3168,3168,vivienda_3169,4,1.0,Sí,Sí,Sí,146,244000
3169,3169,vivienda_3170,3,2.0,No,No,No,134,270000
3170,3170,vivienda_3171,2,1.0,No,No,No,102,168000
3171,3171,vivienda_3172,2,3.0,No,No,No,231,315000
3172,3172,vivienda_3173,3,2.0,Sí,Sí,No,123,282000
3173,3173,vivienda_3174,2,3.0,Sí,No,Sí,227,330000
3174,3174,vivienda_3175,2,1.0,Sí,Sí,Sí,95,187000
3175,3175,vivienda_3176,4,1.0,Sí,Sí,No,139,234000
3176,3176,vivienda_3177,3,2.0,No,No,Sí,129,280000
3177,3177,vivienda_3178,2,2.0,Sí,No,Sí,139,255000
3178,3178,vivienda_3179,1,1.0,Sí,No,Sí,68,120000
3179,3179,vivienda_3180,2,2.0,No,No,Sí,148,250000
3180,3180,vivienda_3181,3,,Sí,No,Sí,200,360000
3181,3181,vivienda_3182,4,2.0,Sí,No,Sí,185,315000
3182,3182,vivienda_3183,2,2.0,Sí,Sí,No,147,252000
3183,3183,vivienda_3184,2,2.0,No,No,Sí,120,220000
3184,3184,vivienda_3185,2,,Sí,No,No,80,140000
3185,3185,vivienda_3186,4,2.0,No,Sí,Sí,123,344000
3186,3186,vivienda_3187,1,2.0,No,No,No,137,180000
3187,3187,vivienda_3188,1,2.0,Sí,Sí,Sí,130,202000
3188,3188,vivienda_3189,2,1.0,Sí,Sí,Sí,97,187000
3189,3189,vivienda_3190,1,2.0,No,No,Sí,134,193000
3190,3190,vivienda_3191,4,2.0,No,No,No,126,333000
3191,3191,vivienda_3192,1,3.0,No,Sí,Sí,220,272000
3192,3192,vivienda_3193,4,1.0,Sí,No,Sí,145,240000
3193,3193,vivienda_3194,4,2.0,Sí,No,Sí,195,318000
3194,3194,vivienda_3195,2,2.0,No,No,No,152,240000
3195,3195,vivienda_3196,4,2.0,Sí,Sí,Sí,134,352000
3196,3196,vivienda_3197,2,1.0,Sí,No,No,85,143000
3197,3197,vivienda_3198,4,1.0,Sí,Sí,Sí,140,244000
3198,3198,vivienda_3199,2,,No,Sí,No,62,214000
3199,3199,vivienda_3200,4,2.0,Sí,Sí,No,188,309000
3200,3200,vivienda_3201,2,2.0,Sí,Sí,Sí,136,229000
3201,3201,vivienda_3202,4,3.0,Sí,No,Sí,239,393000
3202,3202,vivienda_3203,4,2.0,Sí,Sí,Sí,184,319000
3203,3203,vivienda_3204,4,2.0,No,No,No,125,333000
3204,3204,vivienda_3205,2,3.0,Sí,No,No,229,290000
3205,3205,vivienda_3206,4,1.0,Sí,No,No,74,260000
3206,3206,vivienda_3207,2,1.0,No,No,No,80,138000
3207,3207,vivienda_3208,2,3.0,No,No,Sí,235,298000
3208,3208,vivienda_3209,4,2.0,Sí,No,Sí,138,348000
3209,3209,vivienda_3210,1,3.0,Sí,No,Sí,226,270000
3210,3210,vivienda_3211,2,3.0,No,Sí,No,235,292000
3211,3211,vivienda_3212,2,1.0,No,No,Sí,99,178000
3212,3212,vivienda_3213,2,2.0,Sí,Sí,No,156,252000
3213,3213,vivienda_3214,1,3.0,No,No,Sí,227,265000
3214,3214,vivienda_3215,4,1.0,Sí,No,No,127,233000
3215,3215,vivienda_3216,1,1.0,No,No,No,62,108000
3216,3216,vivienda_3217,2,1.0,No,No,Sí,80,148000
3217,3217,vivienda_3218,3,2.0,Sí,No,Sí,130,288000
3218,3218,vivienda_3219,1,1.0,Sí,No,Sí,67,120000
3219,3219,vivienda_3220,2,3.0,No,Sí,Sí,233,332000
3220,3220,vivienda_3221,2,2.0,No,No,No,125,213000
3221,3221,vivienda_3222,3,1.0,No,No,Sí,63,208000
3222,3222,vivienda_3223,4,2.0,Sí,No,Sí,120,348000
3223,3223,vivienda_3224,2,3.0,No,No,No,234,285000
3224,3224,vivienda_3225,4,2.0,Sí,Sí,Sí,122,352000
3225,3225,vivienda_3226,1,3.0,Sí,Sí,No,225,267000
3226,3226,vivienda_3227,4,3.0,No,No,No,239,375000
3227,3227,vivienda_3228,2,,Sí,No,No,71,290000
3228,3228,vivienda_3229,3,2.0,Sí,No,No,120,278000
3229,3229,vivienda_3230,2,3.0,No,No,No,237,318000
3230,3230,vivienda_3231,1,3.0,No,No,No,233,255000
3231,3231,vivienda_3232,4,2.0,Sí,No,Sí,173,318000
3232,3232,vivienda_3233,3,1.0,No,Sí,No,66,202000
3233,3233,vivienda_3234,4,3.0,Sí,Sí,No,264,414000
3234,3234,vivienda_3235,1,3.0,No,No,No,230,255000
3235,3235,vivienda_3236,1,1.0,No,No,No,66,105000
3236,3236,vivienda_3237,3,3.0,Sí,Sí,No,210,357000
3237,3237,vivienda_3238,4,2.0,Sí,No,No,125,335000
3238,3238,vivienda_3239,1,2.0,Sí,Sí,Sí,126,202000
3239,3239,vivienda_3240,1,,Sí,No,No,106,185000
3240,3240,vivienda_3241,3,2.0,No,No,Sí,134,280000
3241,3241,vivienda_3242,2,2.0,Sí,Sí,Sí,142,262000
3242,3242,vivienda_3243,4,1.0,No,Sí,No,140,232000
3243,3243,vivienda_3244,4,1.0,Sí,Sí,Sí,75,277000
3244,3244,vivienda_3245,4,2.0,No,No,Sí,132,343000
3245,3245,vivienda_3246,2,3.0,Sí,Sí,Sí,237,307000
3246,3246,vivienda_3247,2,1.0,Sí,Sí,Sí,101,187000
3247,3247,vivienda_3248,4,1.0,Sí,Sí,No,76,264000
3248,3248,vivienda_3249,2,1.0,Sí,No,Sí,78,153000
3249,3249,vivienda_3250,2,2.0,Sí,Sí,Sí,120,232000
3250,3250,vivienda_3251,4,3.0,No,Sí,Sí,219,392000
3251,3251,vivienda_3252,2,2.0,Sí,No,Sí,134,228000
3252,3252,vivienda_3253,2,3.0,Sí,Sí,No,233,324000
3253,3253,vivienda_3254,2,1.0,Sí,Sí,No,105,177000
3254,3254,vivienda_3255,2,3.0,No,No,No,236,288000
3255,3255,vivienda_3256,2,2.0,No,Sí,Sí,130,227000
3256,3256,vivienda_3257,2,3.0,Sí,No,No,227,323000
3257,3257,vivienda_3258,4,2.0,Sí,No,No,182,305000
3258,3258,vivienda_3259,2,1.0,No,No,Sí,78,148000
3259,3259,vivienda_3260,2,2.0,Sí,No,No,151,248000
3260,3260,vivienda_3261,3,3.0,No,Sí,No,224,352000
3261,3261,vivienda_3262,2,1.0,No,Sí,Sí,88,149000
3262,3262,vivienda_3263,3,3.0,Sí,No,Sí,207,363000
3263,3263,vivienda_3264,3,1.0,Sí,Sí,Sí,66,214000
3264,3264,vivienda_3265,2,1.0,No,No,No,85,138000
3265,3265,vivienda_3266,2,3.0,No,Sí,No,238,322000
3266,3266,vivienda_3267,2,,No,Sí,Sí,87,149000
3267,3267,vivienda_3268,1,3.0,Sí,Sí,Sí,238,274000
3268,3268,vivienda_3269,4,2.0,No,No,Sí,184,313000
3269,3269,vivienda_3270,1,3.0,Sí,No,Sí,228,270000
3270,3270,vivienda_3271,4,3.0,No,Sí,Sí,238,419000
3271,3271,vivienda_3272,4,3.0,Sí,Sí,Sí,249,427000
3272,3272,vivienda_3273,2,,Sí,Sí,No,85,147000
3273,3273,vivienda_3274,2,3.0,No,No,Sí,225,325000
3274,3274,vivienda_3275,4,,No,Sí,Sí,192,317000
3275,3275,vivienda_3276,2,,Sí,No,No,96,170000
3276,3276,vivienda_3277,2,2.0,Sí,Sí,No,141,249000
3277,3277,vivienda_3278,2,2.0,Sí,No,No,126,215000
3278,3278,vivienda_3279,3,1.0,Sí,No,No,61,200000
3279,3279,vivienda_3280,4,3.0,Sí,Sí,Sí,251,424000
3280,3280,vivienda_3281,2,3.0,No,Sí,Sí,220,332000
3281,3281,vivienda_3282,4,3.0,No,No,No,213,378000
3282,3282,vivienda_3283,4,2.0,No,No,Sí,126,343000
3283,3283,vivienda_3284,2,1.0,Sí,No,Sí,78,150000
3284,3284,vivienda_3285,4,2.0,No,Sí,Sí,181,314000
3285,3285,vivienda_3286,2,3.0,Sí,No,Sí,231,303000
3286,3286,vivienda_3287,3,1.0,No,Sí,Sí,62,212000
3287,3287,vivienda_3288,2,1.0,No,Sí,Sí,95,179000
3288,3288,vivienda_3289,2,2.0,No,No,No,145,243000
3289,3289,vivienda_3290,1,3.0,Sí,Sí,No,234,267000
3290,3290,vivienda_3291,2,3.0,No,No,Sí,220,298000
3291,3291,vivienda_3292,2,2.0,No,Sí,No,156,247000
3292,3292,vivienda_3293,4,2.0,No,No,No,183,300000
3293,3293,vivienda_3294,4,,Sí,Sí,No,71,267000
3294,3294,vivienda_3295,4,2.0,Sí,Sí,Sí,122,352000
3295,3295,vivienda_3296,4,1.0,No,Sí,No,75,259000
3296,3296,vivienda_3297,3,2.0,Sí,No,Sí,123,288000
3297,3297,vivienda_3298,2,3.0,No,No,Sí,237,298000
3298,3298,vivienda_3299,2,3.0,No,No,Sí,231,328000
3299,3299,vivienda_3300,4,1.0,Sí,Sí,No,139,237000
3300,3300,vivienda_3301,4,2.0,No,No,No,170,300000
3301,3301,vivienda_3302,1,2.0,No,No,No,124,180000
3302,3302,vivienda_3303,1,2.0,No,Sí,No,138,187000
3303,3303,vivienda_3304,4,2.0,No,Sí,Sí,134,347000
3304,3304,vivienda_3305,3,3.0,Sí,Sí,Sí,201,367000
3305,3305,vivienda_3306,1,1.0,Sí,Sí,No,65,117000
3306,3306,vivienda_3307,3,1.0,Sí,No,Sí,60,210000
3307,3307,vivienda_3308,2,1.0,Sí,Sí,Sí,98,184000
3308,3308,vivienda_3309,4,2.0,No,No,Sí,174,310000
3309,3309,vivienda_3310,4,2.0,Sí,Sí,No,131,342000
3310,3310,vivienda_3311,2,3.0,No,Sí,Sí,234,329000
3311,3311,vivienda_3312,4,3.0,No,No,Sí,243,418000
3312,3312,vivienda_3313,2,2.0,No,Sí,Sí,123,224000
3313,3313,vivienda_3314,4,3.0,No,Sí,Sí,239,419000
3314,3314,vivienda_3315,4,2.0,No,Sí,Sí,187,317000
3315,3315,vivienda_3316,3,1.0,No,Sí,No,65,199000
3316,3316,vivienda_3317,1,,Sí,No,No,75,260000
3317,3317,vivienda_3318,4,1.0,No,Sí,No,133,232000
3318,3318,vivienda_3319,3,2.0,Sí,Sí,No,125,279000
3319,3319,vivienda_3320,1,1.0,Sí,Sí,Sí,60,127000
3320,3320,vivienda_3321,2,3.0,No,No,No,234,288000
3321,3321,vivienda_3322,4,3.0,No,No,No,233,375000
3322,3322,vivienda_3323,4,2.0,Sí,No,No,188,308000
3323,3323,vivienda_3324,4,2.0,Sí,Sí,Sí,122,352000
3324,3324,vivienda_3325,4,3.0,No,No,No,254,408000
3325,3325,vivienda_3326,2,1.0,Sí,No,No,76,140000
3326,3326,vivienda_3327,2,1.0,No,Sí,Sí,83,149000
3327,3327,vivienda_3328,2,2.0,Sí,Sí,Sí,138,232000
3328,3328,vivienda_3329,2,3.0,Sí,No,Sí,227,303000
3329,3329,vivienda_3330,2,3.0,Sí,Sí,Sí,237,304000
3330,3330,vivienda_3331,2,,No,Sí,Sí,139,254000
3331,3331,vivienda_3332,2,2.0,Sí,Sí,Sí,127,229000
3332,3332,vivienda_3333,1,1.0,Sí,Sí,Sí,65,127000
3333,3333,vivienda_3334,1,3.0,Sí,Sí,No,234,264000
3334,3334,vivienda_3335,3,2.0,Sí,No,Sí,138,288000
3335,3335,vivienda_3336,1,1.0,Sí,No,No,67,110000
3336,3336,vivienda_3337,1,1.0,Sí,Sí,Sí,65,127000
3337,3337,vivienda_3338,3,3.0,Sí,No,No,204,353000
3338,3338,vivienda_3339,1,3.0,Sí,Sí,Sí,233,274000
3339,3339,vivienda_3340,2,1.0,Sí,No,No,96,170000
3340,3340,vivienda_3341,2,1.0,Sí,No,Sí,79,150000
3341,3341,vivienda_3342,2,2.0,Sí,No,No,145,248000
3342,3342,vivienda_3343,4,2.0,Sí,Sí,Sí,136,352000
3343,3343,vivienda_3344,4,,Sí,Sí,No,95,342000
3344,3344,vivienda_3345,4,3.0,Sí,No,Sí,213,393000
